Table 1
Species	Family	Order	Class	State	References
Euleptes_europaea	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Gonatodes_albogularis	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Gonatodes_annularis	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Gonatodes_caudiscutatus	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Gonatodes_ceciliae	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Gonatodes_concinnatus	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Gonatodes_daudini	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Gonatodes_eladioi	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Gonatodes_hasemani	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Gonatodes_humeralis	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Gonatodes_ocellatus	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Gonatodes_vittatus	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Lepidoblepharis_xanthostigma	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Bauer, 2013; Beukema, 2013"
Pristurus_carteri	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Pseudogonatodes_guianensis	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992; Bauer, 2013"
Quedenfeldtia_trachyblepharus	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Bauer, 2013; Beukema, 2013"
Saurodactylus_mauritanicus	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Sphaerodactylus_argus	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Jono and Inui, 2012"
Sphaerodactylus_elegans	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Jono and Inui, 2012"
Sphaerodactylus_glaucus	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Jono and Inui, 2012"
Sphaerodactylus_klauberi	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Jono and Inui, 2012"
Sphaerodactylus_nicholsi	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Regalado, 2003; Jono and Inui, 2012"
Sphaerodactylus_nigropunctatus	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Jono and Inui, 2012"
Sphaerodactylus_notatus	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Jono and Inui, 2012"
Sphaerodactylus_roosevelti	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Jono and Inui, 2012"
Sphaerodactylus_torrei	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Jono and Inui, 2012"
Sphaerodactylus_townsendi	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Jono and Inui, 2012"
Teratoscincus_przewalskii	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Teratoscincus_roborowskii	Sphaerodactylidae	Gekkota	Lepidosauria	0	"Frankenberg and Werner, 1992"
Alopoglossus_atriventris	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Arthrosaura_kockii	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Arthrosaura_reticulata	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Calyptommatus_leiolepis	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Calyptommatus_nicterus	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Calyptommatus_sinebrachiatus	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Cercosaura_argulus	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Cercosaura_ocellata	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Cercosaura_schreibersii	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Colobodactylus_taunayi	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Colobosaura_modesta	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Iphisa_elegans	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Leposoma_percarinatum	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Micrablepharus_maximiliani	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Potamites_ecpleopus	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Neusticurus_rudis	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Nothobachia_ablephara	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Procellosaurinus_tetradactylus	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Proctoporus_bolivianus	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Ptychoglossus_brevifrontalis	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Tretioscincus_agilis	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Vanzosaura_rubricauda	Gymnophthalmidae	Lacertoidea	Lepidosauria	0	"Hobel, 2008"
Acanthodactylus_erythrurus	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Adolfus_alleni	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Algyroides_nigropunctatus	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Darevskia_praticola	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Dinarolacerta_mosorensis	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Eremias_arguta	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Gastropholis_prasina	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Holaspis_guentheri	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Ichnotropis_capensis	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Lacerta_agilis	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Latastia_longicaudata	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Meroles_cuneirostris	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Nucras_tessellata	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Ophisops_elegans	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Pedioplanis_breviceps	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Podarcis_siculus	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Psammodromus_hispanicus	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Scelarcis_perspicillata	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Takydromus_smaragdinus	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Timon_lepidus	Lacertidae	Lacertoidea	Lepidosauria	0	"Baeckens et al., 2015"
Zootoca_vivipara	Lacertidae	Lacertoidea	Lepidosauria	0	"Day, 2012; Baeckens et al., 2015"
Ameiva_ameiva	Teiidae	Lacertoidea	Lepidosauria	0	"Imparato et al., 2007"
Ameiva_undulata	Teiidae	Lacertoidea	Lepidosauria	0	"Halpern, 1992"
Aspidoscelis_burti	Teiidae	Lacertoidea	Lepidosauria	0	"Halpern, 1992"
Aspidoscelis_sexlineatus	Teiidae	Lacertoidea	Lepidosauria	0	"Halpern, 1992"
Aspidoscelis_tigris	Teiidae	Lacertoidea	Lepidosauria	0	"Halpern, 1992"
Dicrodon_guttulatum	Teiidae	Lacertoidea	Lepidosauria	0	"Halpern, 1992"
Kentropyx_pelviceps	Teiidae	Lacertoidea	Lepidosauria	0	"Halpern, 1992"
Teius_teyou	Teiidae	Lacertoidea	Lepidosauria	0	"Halpern, 1992"
Tupinambis_teguixin	Teiidae	Lacertoidea	Lepidosauria	0	"Halpern, 1992"
Basiliscus_basiliscus	Corytophanidae	Pleurodonta	Lepidosauria	0	"Wethington, 2014"
Basiliscus_plumifrons	Corytophanidae	Pleurodonta	Lepidosauria	0	"Heying, 2003c"
Basiliscus_vittatus	Corytophanidae	Pleurodonta	Lepidosauria	0	"Heying, 2003c"
Corytophanes_cristatus	Corytophanidae	Pleurodonta	Lepidosauria	0	"Heying, 2003c"
Laemanctus_longipes	Corytophanidae	Pleurodonta	Lepidosauria	0	"Heying, 2003c"
Crotaphytus_collaris	Crotaphytidae	Pleurodonta	Lepidosauria	0	"Heying, 2003c"
Gambelia_wislizenii	Crotaphytidae	Pleurodonta	Lepidosauria	0	"Heying, 2003c"
Anolis_carolinensis	Dactyloidae	Pleurodonta	Lepidosauria	0	"Crawford, 2011"
Anolis_cristatellus	Dactyloidae	Pleurodonta	Lepidosauria	0	"McDaniel, 2012"
Anolis_cybotes	Dactyloidae	Pleurodonta	Lepidosauria	0	"Case, 1990"
Anolis_distichus	Dactyloidae	Pleurodonta	Lepidosauria	0	"Case, 1990"
Anolis_grahami	Dactyloidae	Pleurodonta	Lepidosauria	0	"Case, 1990"
Anolis_sagrei	Dactyloidae	Pleurodonta	Lepidosauria	0	"Case, 1990"
Enyalioides_laticeps	Hoplocercidae	Pleurodonta	Lepidosauria	0	"Heying, 2003g; Johnson et al., 2019"
Hoplocercus_spinosus	Hoplocercidae	Pleurodonta	Lepidosauria	0	"Heying, 2003g; Johnson et al., 2019"
Morunasaurus_annularis	Hoplocercidae	Pleurodonta	Lepidosauria	0	"Heying, 2003g; Johnson et al., 2019"
Brachylophus_fasciatus	Iguanidae	Pleurodonta	Lepidosauria	0	"Heying, 2003d"
Dipsosaurus_dorsalis	Iguanidae	Pleurodonta	Lepidosauria	0	"Heying, 2003d"
Sauromalus_ater	Iguanidae	Pleurodonta	Lepidosauria	0	"Heying, 2003d"
Leiocephalus_schreibersii	Leiocephalidae	Pleurodonta	Lepidosauria	0	"Heying, 2003d"
Enyalius_leechii	Leiosauridae	Pleurodonta	Lepidosauria	0	"Sturaro and da Silva, 2010; Johnson et al., 2019"
Pristidactylus_torquatus	Leiosauridae	Pleurodonta	Lepidosauria	0	"Reyes-Olivares and Labra, 2017"
Urostrophus_vautieri	Leiosauridae	Pleurodonta	Lepidosauria	0	"Sturaro and da Silva, 2010; Johnson et al., 2019"
Liolaemus_bellii	Liolaemidae	Pleurodonta	Lepidosauria	0	"Labra et al., 2011; Martin and Lopez, 2011"
Liolaemus_elongatus	Liolaemidae	Pleurodonta	Lepidosauria	0	"Labra, 2011; Martin and Lopez, 2011"
Liolaemus_koslowskyi	Liolaemidae	Pleurodonta	Lepidosauria	0	"Labra, 2011; Martin and Lopez, 2011"
Liolaemus_lemniscatus	Liolaemidae	Pleurodonta	Lepidosauria	0	"Labra, 2011; Martin and Lopez, 2011"
Liolaemus_pictus	Liolaemidae	Pleurodonta	Lepidosauria	0	"Labra, 2011; Martin and Lopez, 2011"
Liolaemus_pseudoanomalus	Liolaemidae	Pleurodonta	Lepidosauria	0	"Labra, 2011; Martin and Lopez, 2011"
Liolaemus_ruibali	Liolaemidae	Pleurodonta	Lepidosauria	0	"Labra, 2011; Martin and Lopez, 2011"
Liolaemus_scapularis	Liolaemidae	Pleurodonta	Lepidosauria	0	"Labra, 2011; Martin and Lopez, 2011"
Phymaturus_palluma	Liolaemidae	Pleurodonta	Lepidosauria	0	"Martin and Lopez, 2011"
Phymaturus_somuncurensis	Liolaemidae	Pleurodonta	Lepidosauria	0	"Martin and Lopez, 2011"
Chalarodon_madagascariensis	Opluridae	Pleurodonta	Lepidosauria	0	"Madison, 1977"
Oplurus_cyclurus	Opluridae	Pleurodonta	Lepidosauria	0	"Johnson et al., 2019"
Callisaurus_draconoides	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Goetting and Testerman, 2011"
Petrosaurus_mearnsi	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Cooper and McGuire, 1993"
Phrynosoma_platyrhinos	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Ossip-Klein et al., 2013"
Phrynosoma_solare	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Kierzek, 2000"
Sceloporus_angustus	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Ossip-Klein et al., 2013"
Sceloporus_clarkii	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Ossip-Klein et al., 2013"
Sceloporus_graciosus	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Ossip-Klein et al., 2013"
Sceloporus_jarrovii	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Ossip-Klein et al., 2013"
Sceloporus_magister	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Ossip-Klein et al., 2013"
Sceloporus_undulatus	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Ossip-Klein et al., 2013"
Sceloporus_utiformis	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Ossip-Klein et al., 2013"
Sceloporus_variabilis	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Ossip-Klein et al., 2013"
Uma_scoparia	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Hollingsworth and Beaman, 1998"
Urosaurus_graciosus	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Brandt and Allen, 2004"
Uta_stansburiana	Phrynosomatidae	Pleurodonta	Lepidosauria	0	"Brandt and Allen, 2004"
Polychrus_acutirostris	Polychrotidae	Pleurodonta	Lepidosauria	0	"Heying, 2003e"
Tropidurus_etheridgei	Tropiduridae	Pleurodonta	Lepidosauria	0	"Martin and Lopez, 2011; Jara et al., 2018"
Tropidurus_hispidus	Tropiduridae	Pleurodonta	Lepidosauria	0	"Martin and Lopez, 2011; Jara et al., 2018"
Plica_plica	Tropiduridae	Pleurodonta	Lepidosauria	0	"Martin and Lopez, 2011; Jara et al., 2018"
Tropidurus_spinulosus	Tropiduridae	Pleurodonta	Lepidosauria	0	"Martin and Lopez, 2011; Jara et al., 2018"
Uracentron_flaviceps	Tropiduridae	Pleurodonta	Lepidosauria	0	"Martin and Lopez, 2011; Jara et al., 2018"
Sphenodon_punctatus	Sphenodontidae	Rhyncocephalia	Lepidosauria	0	"Musico, 1999; Martin and Lopez, 2011"
Chamaesaura_anguina	Cordylidae	Scincoidea	Lepidosauria	0	"Louw et al., 2007; Mouton et al., 2014"
Cordylus_cataphractus	Cordylidae	Scincoidea	Lepidosauria	0	"Bouchard, 2009"
Cordylus_cordylus	Cordylidae	Scincoidea	Lepidosauria	0	"Louw et al., 2007; Mouton et al., 2014"
Cordylus_jordani	Cordylidae	Scincoidea	Lepidosauria	0	"Louw et al., 2007; Mouton et al., 2014"
Cordylus_warreni	Cordylidae	Scincoidea	Lepidosauria	0	"Louw et al., 2007; Mouton et al., 2014"
Gerrhosaurus_skoogi	Gerrhosauridae	Scincoidea	Lepidosauria	0	"Johnson et al., 2019"
Cordylosaurus_subtessellatus	Gerrhosauridae	Scincoidea	Lepidosauria	0	"Johnson et al., 2019"
Gerrhosaurus_major	Gerrhosauridae	Scincoidea	Lepidosauria	0	"Johnson et al., 2019"
Gerrhosaurus_nigrolineatus	Gerrhosauridae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Tetradactylus_africanus	Gerrhosauridae	Scincoidea	Lepidosauria	0	"Johnson et al., 2019"
Tetradactylus_seps	Gerrhosauridae	Scincoidea	Lepidosauria	0	"Johnson et al., 2019"
Tetradactylus_tetradactylus	Gerrhosauridae	Scincoidea	Lepidosauria	0	"Johnson et al., 2019"
Amphiglossus_astrolabi	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Amphiglossus_macrocercus	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Madascincus_melanopleura	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Amphiglossus_melanurus	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Madascincus_mouroundavae	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Amphiglossus_ornaticeps	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Amphiglossus_punctatus	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Madascincus_stumpffi	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Calyptotis_scutirostrum	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Chalcides_chalcides	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Chalcides_ocellatus	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Ctenotus_leonhardii	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Ctenotus_pantherinus	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Ctenotus_robustus	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Egernia_whitii	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Eremiascincus_richardsonii	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Eugongylus_rufescens	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Eulamprus_amplus	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Eulamprus_murrayi	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Eulamprus_quoyii	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Eumeces_schneideri	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Glaphyromorphus_gracilipes	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Glaphyromorphus_isolepis	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Gnypetoscincus_queenslandiae	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Hemiergis_peronii	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Lamprolepis_smaragdina	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Lerista_bipes	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Lerista_bougainvillii	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Morethia_butleri	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Nangura_spinosa	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Notoscincus_ornatus	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Proscelotes_eggeli	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Pygomeles_braconnieri	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Scelotes_gronovii	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Scincus_scincus	Scincidae	Scincoidea	Lepidosauria	0	"Barnett et al., 1999; Martin and Lopez, 2011"
Tiliqua_adelaidensis	Scincidae	Scincoidea	Lepidosauria	0	"Fenner and Bull, 2010; Martin and Lopez, 2011"
Typhlacontias_brevipes	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Voeltzkowia_fierinensis	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Voeltzkowia_lineata	Scincidae	Scincoidea	Lepidosauria	0	"Martin and Lopez, 2011; Johnson et al., 2019"
Lepidophyma_mayae	Xantusiidae	Scincoidea	Lepidosauria	0	"Halpern, 1992"
Xantusia_vigilis	Xantusiidae	Scincoidea	Lepidosauria	0	"Halpern, 1992"
Acrochordus_granulatus	Acrochordidae	Serpentes	Lepidosauria	0	"Cooper, 2011"
Anilius_scytale	Aniliidae	Serpentes	Lepidosauria	0	"Young, 2003"
Boa_constrictor	Boidae	Serpentes	Lepidosauria	0	"Lindemann, 2009"
Candoia_carinata	Boidae	Serpentes	Lepidosauria	0	"Young, 2003"
Charina_bottae	Boidae	Serpentes	Lepidosauria	0	"Young, 2003"
Corallus_hortulanus	Boidae	Serpentes	Lepidosauria	0	"Winner, 2008"
Epicrates_striatus	Boidae	Serpentes	Lepidosauria	0	"Young, 2003"
Eryx_johnii	Boidae	Serpentes	Lepidosauria	0	"Young, 2003"
Casarea_dussumieri	Bolyeriidae	Serpentes	Lepidosauria	0	"Young, 2003"
Ahaetulla_nasuta	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Amastridium_veliferum	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Amphiesma_stolatum	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Arizona_elegans	Colubridae	Serpentes	Lepidosauria	0	"Batko, 2013"
Atretium_schistosum	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Boiga_irregularis	Colubridae	Serpentes	Lepidosauria	0	"Kerr, 2017"
Chilomeniscus_stramineus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Chionactis_occipitalis	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Chrysopelea_ornata	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Clelia_clelia	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Coelognathus_radiata	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Coluber_constrictor	Colubridae	Serpentes	Lepidosauria	0	"Hastings, 2002"
Conophis_lineatus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Crotaphopeltis_tornieri	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Dasypeltis_atra	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Dendrelaphis_tristis	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Diadophis_punctatus	Colubridae	Serpentes	Lepidosauria	0	"Yung, 2000"
Dipsadoboa_unicolor	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Dipsas_catesbyi	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Dispholidus_typus	Colubridae	Serpentes	Lepidosauria	0	"Coffey and Robinson, 2012"
Drepanoides_anomalus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Drymarchon_corais	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Drymobius_rhombifer	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Drymoluber_dichrous	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Dryocalamus_nympha	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Pantherophis_guttatus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Euprepiophis_mandarina	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Farancia_abacura	Colubridae	Serpentes	Lepidosauria	0	"Ricks, 2017"
Grayia_smithii	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Gyalopion_canum	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Hapsidophrys_smaragdina	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Helicops_angulatus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Heterodon_nasicus	Colubridae	Serpentes	Lepidosauria	0	"Kerns, 2003"
Hypsiglena_chlorophaea	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Imantodes_cenchoa	Colubridae	Serpentes	Lepidosauria	0	"Link, 2013"
Lampropeltis_pyromelana	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Leptodeira_septentrionalis	Colubridae	Serpentes	Lepidosauria	0	"Gentry, 2011"
Leptophis_ahaetulla	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Liophis_reginae	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Lycodon_laoensis	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Dinodon_rufozonatum	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Masticophis_flagellum	Colubridae	Serpentes	Lepidosauria	0	"Stewart, 2018"
Natriciteres_olivacea	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Nerodia_sipedon	Colubridae	Serpentes	Lepidosauria	0	"Gillilland, 2013"
Oligodon_arnensis	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Orthriophis_taeniurus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Oxybelis_aeneus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Oxyrhopus_petola	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Philodryas_viridissima	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Philothamnus_angolensis	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Phyllorhynchus_decurtatus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Pituophis_catenifer	Colubridae	Serpentes	Lepidosauria	0	"Albert, 2008"
Platyceps_ventromaculatus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Psammodynastes_pulverulentus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Psammophis_condanarus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Pseudelaphe_flavirufa	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Pseudoxenodon_macrops	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Pseustes_sulphureus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Ptyas_mucosa	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Rhabdophis_subminiatus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Rhadinophis_prasina	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Rhinocheilus_lecontei	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Scaphiodontophis_annulatus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Scaphiophis_albopunctatus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Senticolis_triaspis	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Sibon_nebulatus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Sibynophis_subpunctatus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
Siphlophis_cervinus	Colubridae	Serpentes	Lepidosauria	0	"Young, 2003"
